description,color,category,tokens_clean
"Etek - kalem Her gardıropta olması gereken bu etek, %100 pamuk içeriğiyle günlük kullanım için uygun, çift cepli ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: günlük kullanım için uygun, çift cepli, rahat kalıp",mor,etek,"['etek', 'kalem', 'gardıropta', 'olması', 'gereken', 'etek', 'pamuk', 'içeriğiyle', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli', 'rahat', 'kalıp', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli', 'rahat', 'kalıp']"
"T-shirt - baskılı Bu özel tasarım t-shirt, %100 pamuk yapısıyla günlük kullanım için uygun, esnek yapı, rahat kalıp ve nefes alabilir kumaş. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, esnek yapı, rahat kalıp, nefes alabilir kumaş",pembe,t-shirt,"['tshirt', 'baskılı', 'özel', 'tasarım', 'tshirt', 'pamuk', 'yapısıyla', 'günlük', 'kullanım', 'uygun', 'esnek', 'yapı', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'esnek', 'yapı', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş']"
"Elbise - askılı Bu özel tasarım elbise, viskon yapısıyla nefes alabilir kumaş ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: nefes alabilir kumaş, rahat kalıp",mor,elbise,"['elbise', 'askılı', 'özel', 'tasarım', 'elbise', 'viskon', 'yapısıyla', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp']"
"T-shirt - basic Yeni sezonun favori parçalarından biri olan bu t-shirt, deri görünümlü kumaşı sayesinde kolay ütülenir ve rahat kalıp. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, rahat kalıp",beyaz,t-shirt,"['tshirt', 'basic', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'tshirt', 'deri', 'görünümlü', 'kumaşı', 'sayesinde', 'kolay', 'ütülenir', 'rahat', 'kalıp', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'rahat', 'kalıp']"
"Bluz - kruvaze viskon tercih edilerek üretilen bu bluz, şık tasarım, kolay ütülenir, yumuşak doku ve günlük kullanım için uygun. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: şık tasarım, kolay ütülenir, yumuşak doku, günlük kullanım için uygun",bej,bluz,"['bluz', 'kruvaze', 'viskon', 'tercih', 'edilerek', 'üretilen', 'bluz', 'şık', 'tasarım', 'kolay', 'ütülenir', 'yumuşak', 'doku', 'günlük', 'kullanım', 'uygun', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'kolay', 'ütülenir', 'yumuşak', 'doku', 'günlük', 'kullanım', 'uygun']"
"Bluz - kruvaze Her gardıropta olması gereken bu bluz, polyester içeriğiyle yumuşak doku ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: yumuşak doku, düğmeli model",beyaz,bluz,"['bluz', 'kruvaze', 'gardıropta', 'olması', 'gereken', 'bluz', 'polyester', 'içeriğiyle', 'yumuşak', 'doku', 'düğmeli', 'model', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'düğmeli', 'model']"
"Pantolon - lastikli viskon tercih edilerek üretilen bu pantolon, nefes alabilir kumaş, rahat kalıp, yumuşak doku ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: nefes alabilir kumaş, rahat kalıp, yumuşak doku, çift cepli",mavi,pantolon,"['pantolon', 'lastikli', 'viskon', 'tercih', 'edilerek', 'üretilen', 'pantolon', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp', 'yumuşak', 'doku', 'çift', 'cepli', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp', 'yumuşak', 'doku', 'çift', 'cepli']"
"T-shirt - oversize Her gardıropta olması gereken bu t-shirt, deri görünümlü içeriğiyle esnek yapı, nefes alabilir kumaş ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, nefes alabilir kumaş, düğmeli model",yeşil,t-shirt,"['tshirt', 'oversize', 'gardıropta', 'olması', 'gereken', 'tshirt', 'deri', 'görünümlü', 'içeriğiyle', 'esnek', 'yapı', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model']"
"Çanta - omuz çantası Bu özel tasarım çanta, viskon yapısıyla çift cepli, düğmeli model, yumuşak doku ve nefes alabilir kumaş. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, düğmeli model, yumuşak doku, nefes alabilir kumaş",siyah,çanta,"['çanta', 'omuz', 'çantası', 'özel', 'tasarım', 'çanta', 'viskon', 'yapısıyla', 'çift', 'cepli', 'düğmeli', 'model', 'yumuşak', 'doku', 'nefes', 'alabilir', 'kumaş', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'düğmeli', 'model', 'yumuşak', 'doku', 'nefes', 'alabilir', 'kumaş']"
"Sweatshirt - oversize Bu özel tasarım sweatshirt, deri görünümlü yapısıyla günlük kullanım için uygun, şık tasarım, kolay ütülenir ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, şık tasarım, kolay ütülenir, esnek yapı",siyah,sweatshirt,"['sweatshirt', 'oversize', 'özel', 'tasarım', 'sweatshirt', 'deri', 'görünümlü', 'yapısıyla', 'günlük', 'kullanım', 'uygun', 'şık', 'tasarım', 'kolay', 'ütülenir', 'esnek', 'yapı', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'şık', 'tasarım', 'kolay', 'ütülenir', 'esnek', 'yapı']"
"Elbise - askılı örme kumaş tercih edilerek üretilen bu elbise, çift cepli ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, esnek yapı",yeşil,elbise,"['elbise', 'askılı', 'örme', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'elbise', 'çift', 'cepli', 'esnek', 'yapı', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'esnek', 'yapı']"
"Etek - mini Bu özel tasarım etek, likralı kumaş yapısıyla kolay ütülenir ve günlük kullanım için uygun. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: kolay ütülenir, günlük kullanım için uygun",gri,etek,"['etek', 'mini', 'özel', 'tasarım', 'etek', 'likralı', 'kumaş', 'yapısıyla', 'kolay', 'ütülenir', 'günlük', 'kullanım', 'uygun', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'günlük', 'kullanım', 'uygun']"
"Hırka - uzun Hırka modeli, viskon kumaştan üretilmiş olup yumuşak doku, düğmeli model, kolay ütülenir ve esnek yapı. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: yumuşak doku, düğmeli model, kolay ütülenir, esnek yapı",siyah,hırka,"['hırka', 'uzun', 'hırka', 'modeli', 'viskon', 'kumaştan', 'üretilmiş', 'olup', 'yumuşak', 'doku', 'düğmeli', 'model', 'kolay', 'ütülenir', 'esnek', 'yapı', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'düğmeli', 'model', 'kolay', 'ütülenir', 'esnek', 'yapı']"
"Pantolon - dar paça Yeni sezonun favori parçalarından biri olan bu pantolon, örme kumaş kumaşı sayesinde rahat kalıp, çift cepli, şık tasarım ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: rahat kalıp, çift cepli, şık tasarım, kolay ütülenir",lacivert,pantolon,"['pantolon', 'dar', 'paça', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'pantolon', 'örme', 'kumaş', 'kumaşı', 'sayesinde', 'rahat', 'kalıp', 'çift', 'cepli', 'şık', 'tasarım', 'kolay', 'ütülenir', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'çift', 'cepli', 'şık', 'tasarım', 'kolay', 'ütülenir']"
"Hırka - cepli Hırka modeli, saten kumaştan üretilmiş olup rahat kalıp, şık tasarım ve yumuşak doku. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, şık tasarım, yumuşak doku",mor,hırka,"['hırka', 'cepli', 'hırka', 'modeli', 'saten', 'kumaştan', 'üretilmiş', 'olup', 'rahat', 'kalıp', 'şık', 'tasarım', 'yumuşak', 'doku', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'şık', 'tasarım', 'yumuşak', 'doku']"
"Pantolon - yüksek bel Yeni sezonun favori parçalarından biri olan bu pantolon, saten kumaşı sayesinde şık tasarım, kolay ütülenir ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, kolay ütülenir, çift cepli",mor,pantolon,"['pantolon', 'yüksek', 'bel', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'pantolon', 'saten', 'kumaşı', 'sayesinde', 'şık', 'tasarım', 'kolay', 'ütülenir', 'çift', 'cepli', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'kolay', 'ütülenir', 'çift', 'cepli']"
"Çanta - sırt çantası Yeni sezonun favori parçalarından biri olan bu çanta, %100 pamuk kumaşı sayesinde düğmeli model, çift cepli, rahat kalıp ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, çift cepli, rahat kalıp, nefes alabilir kumaş",yeşil,çanta,"['çanta', 'sırt', 'çantası', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'çanta', 'pamuk', 'kumaşı', 'sayesinde', 'düğmeli', 'model', 'çift', 'cepli', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'çift', 'cepli', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş']"
"Sweatshirt - kapüşonlu Yeni sezonun favori parçalarından biri olan bu sweatshirt, likralı kumaş kumaşı sayesinde nefes alabilir kumaş, düğmeli model ve rahat kalıp. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: nefes alabilir kumaş, düğmeli model, rahat kalıp",mavi,sweatshirt,"['sweatshirt', 'kapüşonlu', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'sweatshirt', 'likralı', 'kumaş', 'kumaşı', 'sayesinde', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'rahat', 'kalıp', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'rahat', 'kalıp']"
"Pantolon - dar paça Pantolon modeli, %100 pamuk kumaştan üretilmiş olup yumuşak doku ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, rahat kalıp",siyah,pantolon,"['pantolon', 'dar', 'paça', 'pantolon', 'modeli', 'pamuk', 'kumaştan', 'üretilmiş', 'olup', 'yumuşak', 'doku', 'rahat', 'kalıp', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'rahat', 'kalıp']"
"Gömlek - slim fit %100 pamuk tercih edilerek üretilen bu gömlek, esnek yapı, çift cepli, rahat kalıp ve nefes alabilir kumaş. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, çift cepli, rahat kalıp, nefes alabilir kumaş",siyah,gömlek,"['gömlek', 'slim', 'fit', 'pamuk', 'tercih', 'edilerek', 'üretilen', 'gömlek', 'esnek', 'yapı', 'çift', 'cepli', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'çift', 'cepli', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş']"
"Gömlek - klasik yaka Her gardıropta olması gereken bu gömlek, %100 pamuk içeriğiyle kolay ütülenir ve şık tasarım. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: kolay ütülenir, şık tasarım",pembe,gömlek,"['gömlek', 'klasik', 'yaka', 'gardıropta', 'olması', 'gereken', 'gömlek', 'pamuk', 'içeriğiyle', 'kolay', 'ütülenir', 'şık', 'tasarım', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'şık', 'tasarım']"
"Pantolon - lastikli Bu özel tasarım pantolon, %100 pamuk yapısıyla düğmeli model, esnek yapı ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, esnek yapı, çift cepli",mor,pantolon,"['pantolon', 'lastikli', 'özel', 'tasarım', 'pantolon', 'pamuk', 'yapısıyla', 'düğmeli', 'model', 'esnek', 'yapı', 'çift', 'cepli', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'esnek', 'yapı', 'çift', 'cepli']"
"Elbise - dantel detaylı Yeni sezonun favori parçalarından biri olan bu elbise, likralı kumaş kumaşı sayesinde yumuşak doku ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, düğmeli model",mavi,elbise,"['elbise', 'dantel', 'detaylı', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'elbise', 'likralı', 'kumaş', 'kumaşı', 'sayesinde', 'yumuşak', 'doku', 'düğmeli', 'model', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'düğmeli', 'model']"
"Çanta - omuz çantası Her gardıropta olması gereken bu çanta, deri görünümlü içeriğiyle kolay ütülenir, esnek yapı ve nefes alabilir kumaş. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: kolay ütülenir, esnek yapı, nefes alabilir kumaş",bej,çanta,"['çanta', 'omuz', 'çantası', 'gardıropta', 'olması', 'gereken', 'çanta', 'deri', 'görünümlü', 'içeriğiyle', 'kolay', 'ütülenir', 'esnek', 'yapı', 'nefes', 'alabilir', 'kumaş', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'esnek', 'yapı', 'nefes', 'alabilir', 'kumaş']"
"Pantolon - dar paça Her gardıropta olması gereken bu pantolon, polyester içeriğiyle çift cepli, şık tasarım ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, şık tasarım, kolay ütülenir",beyaz,pantolon,"['pantolon', 'dar', 'paça', 'gardıropta', 'olması', 'gereken', 'pantolon', 'polyester', 'içeriğiyle', 'çift', 'cepli', 'şık', 'tasarım', 'kolay', 'ütülenir', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'şık', 'tasarım', 'kolay', 'ütülenir']"
"Ceket - cepli kot kumaş tercih edilerek üretilen bu ceket, rahat kalıp ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, esnek yapı",bej,ceket,"['ceket', 'cepli', 'kot', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'ceket', 'rahat', 'kalıp', 'esnek', 'yapı', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'esnek', 'yapı']"
"Çanta - omuz çantası Yeni sezonun favori parçalarından biri olan bu çanta, deri görünümlü kumaşı sayesinde esnek yapı ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: esnek yapı, rahat kalıp",siyah,çanta,"['çanta', 'omuz', 'çantası', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'çanta', 'deri', 'görünümlü', 'kumaşı', 'sayesinde', 'esnek', 'yapı', 'rahat', 'kalıp', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'rahat', 'kalıp']"
"Ceket - cepli Her gardıropta olması gereken bu ceket, kot kumaş içeriğiyle şık tasarım ve düğmeli model. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, düğmeli model",lacivert,ceket,"['ceket', 'cepli', 'gardıropta', 'olması', 'gereken', 'ceket', 'kot', 'kumaş', 'içeriğiyle', 'şık', 'tasarım', 'düğmeli', 'model', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'düğmeli', 'model']"
"T-shirt - basic Yeni sezonun favori parçalarından biri olan bu t-shirt, deri görünümlü kumaşı sayesinde kolay ütülenir, günlük kullanım için uygun, yumuşak doku ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: kolay ütülenir, günlük kullanım için uygun, yumuşak doku, çift cepli",yeşil,t-shirt,"['tshirt', 'basic', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'tshirt', 'deri', 'görünümlü', 'kumaşı', 'sayesinde', 'kolay', 'ütülenir', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku', 'çift', 'cepli', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku', 'çift', 'cepli']"
"Ceket - kruvaze Bu özel tasarım ceket, saten yapısıyla rahat kalıp, şık tasarım, çift cepli ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, şık tasarım, çift cepli, günlük kullanım için uygun",kırmızı,ceket,"['ceket', 'kruvaze', 'özel', 'tasarım', 'ceket', 'saten', 'yapısıyla', 'rahat', 'kalıp', 'şık', 'tasarım', 'çift', 'cepli', 'günlük', 'kullanım', 'uygun', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'şık', 'tasarım', 'çift', 'cepli', 'günlük', 'kullanım', 'uygun']"
"Etek - pileli Etek modeli, saten kumaştan üretilmiş olup şık tasarım, yumuşak doku, rahat kalıp ve nefes alabilir kumaş. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, yumuşak doku, rahat kalıp, nefes alabilir kumaş",mor,etek,"['etek', 'pileli', 'etek', 'modeli', 'saten', 'kumaştan', 'üretilmiş', 'olup', 'şık', 'tasarım', 'yumuşak', 'doku', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'yumuşak', 'doku', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş']"
"Etek - pileli Yeni sezonun favori parçalarından biri olan bu etek, likralı kumaş kumaşı sayesinde düğmeli model ve esnek yapı. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, esnek yapı",mavi,etek,"['etek', 'pileli', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'etek', 'likralı', 'kumaş', 'kumaşı', 'sayesinde', 'düğmeli', 'model', 'esnek', 'yapı', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'esnek', 'yapı']"
"T-shirt - oversize T-shirt modeli, saten kumaştan üretilmiş olup rahat kalıp ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: rahat kalıp, çift cepli",siyah,t-shirt,"['tshirt', 'oversize', 'tshirt', 'modeli', 'saten', 'kumaştan', 'üretilmiş', 'olup', 'rahat', 'kalıp', 'çift', 'cepli', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'çift', 'cepli']"
"Çanta - omuz çantası Çanta modeli, %100 pamuk kumaştan üretilmiş olup şık tasarım ve esnek yapı. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: şık tasarım, esnek yapı",mavi,çanta,"['çanta', 'omuz', 'çantası', 'çanta', 'modeli', 'pamuk', 'kumaştan', 'üretilmiş', 'olup', 'şık', 'tasarım', 'esnek', 'yapı', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'esnek', 'yapı']"
"Gömlek - uzun kollu Gömlek modeli, viskon kumaştan üretilmiş olup nefes alabilir kumaş, düğmeli model ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: nefes alabilir kumaş, düğmeli model, çift cepli",siyah,gömlek,"['gömlek', 'uzun', 'kollu', 'gömlek', 'modeli', 'viskon', 'kumaştan', 'üretilmiş', 'olup', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'çift', 'cepli', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'çift', 'cepli']"
