description,color,category
"Pantolon - dar paça Pantolon modeli, polyester kumaştan üretilmiş olup düğmeli model, günlük kullanım için uygun, esnek yapı ve nefes alabilir kumaş. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, günlük kullanım için uygun, esnek yapı, nefes alabilir kumaş",pembe,pantolon
"Pantolon - dar paça Yeni sezonun favori parçalarından biri olan bu pantolon, likralı kumaş kumaşı sayesinde kolay ütülenir, günlük kullanım için uygun ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: kolay ütülenir, günlük kullanım için uygun, şık tasarım",mor,pantolon
"Çanta - el çantası polyester tercih edilerek üretilen bu çanta, çift cepli, rahat kalıp ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, rahat kalıp, kolay ütülenir",mor,çanta
"Bluz - volanlı Bu özel tasarım bluz, kot kumaş yapısıyla çift cepli ve yumuşak doku. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, yumuşak doku",mor,bluz
"Etek - pileli Bu özel tasarım etek, saten yapısıyla kolay ütülenir, nefes alabilir kumaş, düğmeli model ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: kolay ütülenir, nefes alabilir kumaş, düğmeli model, esnek yapı",gri,etek
"Ceket - astar detaylı Ceket modeli, viskon kumaştan üretilmiş olup şık tasarım, çift cepli, yumuşak doku ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: şık tasarım, çift cepli, yumuşak doku, rahat kalıp",lacivert,ceket
"Bluz - dantel detaylı Yeni sezonun favori parçalarından biri olan bu bluz, deri görünümlü kumaşı sayesinde şık tasarım, düğmeli model ve yumuşak doku. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: şık tasarım, düğmeli model, yumuşak doku",mavi,bluz
"Pantolon - rahat kesim Yeni sezonun favori parçalarından biri olan bu pantolon, polyester kumaşı sayesinde yumuşak doku, kolay ütülenir ve nefes alabilir kumaş. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: yumuşak doku, kolay ütülenir, nefes alabilir kumaş",gri,pantolon
"Elbise - v yaka Elbise modeli, polyester kumaştan üretilmiş olup düğmeli model, esnek yapı ve şık tasarım. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, esnek yapı, şık tasarım",bej,elbise
"T-shirt - basic Her gardıropta olması gereken bu t-shirt, saten içeriğiyle şık tasarım, esnek yapı ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, esnek yapı, nefes alabilir kumaş",mavi,t-shirt
"T-shirt - baskılı saten tercih edilerek üretilen bu t-shirt, nefes alabilir kumaş ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: nefes alabilir kumaş, esnek yapı",gri,t-shirt
"Sweatshirt - kapüşonlu Sweatshirt modeli, %100 pamuk kumaştan üretilmiş olup yumuşak doku ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, kolay ütülenir",lacivert,sweatshirt
"Elbise - uzun Bu özel tasarım elbise, örme kumaş yapısıyla rahat kalıp, çift cepli ve şık tasarım. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, çift cepli, şık tasarım",beyaz,elbise
"Hırka - uzun Hırka modeli, viskon kumaştan üretilmiş olup düğmeli model, kolay ütülenir ve günlük kullanım için uygun. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, kolay ütülenir, günlük kullanım için uygun",pembe,hırka
"Ceket - düğmeli Bu özel tasarım ceket, polyester yapısıyla yumuşak doku, çift cepli ve günlük kullanım için uygun. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, çift cepli, günlük kullanım için uygun",lacivert,ceket
"Elbise - askılı saten tercih edilerek üretilen bu elbise, günlük kullanım için uygun, yumuşak doku ve düğmeli model. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: günlük kullanım için uygun, yumuşak doku, düğmeli model",yeşil,elbise
"Ceket - düğmeli Yeni sezonun favori parçalarından biri olan bu ceket, polyester kumaşı sayesinde rahat kalıp, yumuşak doku, esnek yapı ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: rahat kalıp, yumuşak doku, esnek yapı, düğmeli model",pembe,ceket
"Elbise - dantel detaylı Bu özel tasarım elbise, deri görünümlü yapısıyla günlük kullanım için uygun, kolay ütülenir, esnek yapı ve nefes alabilir kumaş. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: günlük kullanım için uygun, kolay ütülenir, esnek yapı, nefes alabilir kumaş",mor,elbise
"Ceket - astar detaylı Yeni sezonun favori parçalarından biri olan bu ceket, viskon kumaşı sayesinde şık tasarım, kolay ütülenir, esnek yapı ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: şık tasarım, kolay ütülenir, esnek yapı, rahat kalıp",pembe,ceket
"Gömlek - slim fit likralı kumaş tercih edilerek üretilen bu gömlek, nefes alabilir kumaş ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, esnek yapı",mor,gömlek
"Bluz - dantel detaylı Her gardıropta olması gereken bu bluz, örme kumaş içeriğiyle nefes alabilir kumaş, düğmeli model, şık tasarım ve rahat kalıp. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: nefes alabilir kumaş, düğmeli model, şık tasarım, rahat kalıp",siyah,bluz
"Etek - kalem Etek modeli, örme kumaş kumaştan üretilmiş olup yumuşak doku, nefes alabilir kumaş, rahat kalıp ve çift cepli. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: yumuşak doku, nefes alabilir kumaş, rahat kalıp, çift cepli",beyaz,etek
"Sweatshirt - fermuarlı Bu özel tasarım sweatshirt, likralı kumaş yapısıyla esnek yapı, düğmeli model, nefes alabilir kumaş ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, düğmeli model, nefes alabilir kumaş, çift cepli",pembe,sweatshirt
"T-shirt - baskılı Bu özel tasarım t-shirt, viskon yapısıyla yumuşak doku, günlük kullanım için uygun, esnek yapı ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, günlük kullanım için uygun, esnek yapı, şık tasarım",bej,t-shirt
"Ceket - cepli viskon tercih edilerek üretilen bu ceket, esnek yapı ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, çift cepli",mor,ceket
"Elbise - dantel detaylı Elbise modeli, viskon kumaştan üretilmiş olup günlük kullanım için uygun, rahat kalıp, kolay ütülenir ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, rahat kalıp, kolay ütülenir, çift cepli",pembe,elbise
"Hırka - uzun Yeni sezonun favori parçalarından biri olan bu hırka, kot kumaş kumaşı sayesinde düğmeli model ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, rahat kalıp",siyah,hırka
"Çanta - sırt çantası Bu özel tasarım çanta, %100 pamuk yapısıyla günlük kullanım için uygun, esnek yapı, yumuşak doku ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: günlük kullanım için uygun, esnek yapı, yumuşak doku, çift cepli",pembe,çanta
"T-shirt - bisiklet yaka Bu özel tasarım t-shirt, saten yapısıyla kolay ütülenir ve günlük kullanım için uygun. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: kolay ütülenir, günlük kullanım için uygun",mor,t-shirt
"Elbise - uzun Bu özel tasarım elbise, polyester yapısıyla esnek yapı, günlük kullanım için uygun ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun, düğmeli model",bej,elbise
"Sweatshirt - kapüşonlu Her gardıropta olması gereken bu sweatshirt, viskon içeriğiyle günlük kullanım için uygun, rahat kalıp ve çift cepli. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: günlük kullanım için uygun, rahat kalıp, çift cepli",kırmızı,sweatshirt
"Sweatshirt - oversize Yeni sezonun favori parçalarından biri olan bu sweatshirt, viskon kumaşı sayesinde esnek yapı, nefes alabilir kumaş, çift cepli ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, nefes alabilir kumaş, çift cepli, düğmeli model",pembe,sweatshirt
"Çanta - el çantası Yeni sezonun favori parçalarından biri olan bu çanta, kot kumaş kumaşı sayesinde düğmeli model, nefes alabilir kumaş, kolay ütülenir ve şık tasarım. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, nefes alabilir kumaş, kolay ütülenir, şık tasarım",bej,çanta
"Hırka - cepli Bu özel tasarım hırka, viskon yapısıyla düğmeli model ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, rahat kalıp",gri,hırka
"Çanta - kapitoneli Bu özel tasarım çanta, likralı kumaş yapısıyla günlük kullanım için uygun, kolay ütülenir, şık tasarım ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: günlük kullanım için uygun, kolay ütülenir, şık tasarım, nefes alabilir kumaş",mavi,çanta
"T-shirt - bisiklet yaka Her gardıropta olması gereken bu t-shirt, polyester içeriğiyle esnek yapı, nefes alabilir kumaş, yumuşak doku ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, nefes alabilir kumaş, yumuşak doku, çift cepli",beyaz,t-shirt
"Gömlek - uzun kollu Her gardıropta olması gereken bu gömlek, deri görünümlü içeriğiyle çift cepli, kolay ütülenir, rahat kalıp ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, kolay ütülenir, rahat kalıp, esnek yapı",mavi,gömlek
"Ceket - astar detaylı Her gardıropta olması gereken bu ceket, örme kumaş içeriğiyle kolay ütülenir, yumuşak doku ve günlük kullanım için uygun. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: kolay ütülenir, yumuşak doku, günlük kullanım için uygun",gri,ceket
"Çanta - el çantası Yeni sezonun favori parçalarından biri olan bu çanta, viskon kumaşı sayesinde yumuşak doku, esnek yapı, çift cepli ve nefes alabilir kumaş. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, esnek yapı, çift cepli, nefes alabilir kumaş",gri,çanta
"Bluz - dantel detaylı Her gardıropta olması gereken bu bluz, saten içeriğiyle rahat kalıp, yumuşak doku, düğmeli model ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: rahat kalıp, yumuşak doku, düğmeli model, kolay ütülenir",yeşil,bluz
"Hırka - cepli saten tercih edilerek üretilen bu hırka, nefes alabilir kumaş, günlük kullanım için uygun ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, günlük kullanım için uygun, yumuşak doku",kırmızı,hırka
"Elbise - v yaka likralı kumaş tercih edilerek üretilen bu elbise, kolay ütülenir, rahat kalıp ve esnek yapı. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: kolay ütülenir, rahat kalıp, esnek yapı",mor,elbise
"Pantolon - yüksek bel Pantolon modeli, %100 pamuk kumaştan üretilmiş olup düğmeli model, çift cepli ve nefes alabilir kumaş. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, çift cepli, nefes alabilir kumaş",pembe,pantolon
"Bluz - volanlı Bluz modeli, likralı kumaş kumaştan üretilmiş olup esnek yapı ve çift cepli. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: esnek yapı, çift cepli",beyaz,bluz
"Gömlek - uzun kollu Gömlek modeli, polyester kumaştan üretilmiş olup çift cepli, nefes alabilir kumaş, yumuşak doku ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: çift cepli, nefes alabilir kumaş, yumuşak doku, düğmeli model",kırmızı,gömlek
"Pantolon - dar paça Yeni sezonun favori parçalarından biri olan bu pantolon, deri görünümlü kumaşı sayesinde esnek yapı, kolay ütülenir ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, kolay ütülenir, çift cepli",mor,pantolon
"Pantolon - rahat kesim Yeni sezonun favori parçalarından biri olan bu pantolon, %100 pamuk kumaşı sayesinde şık tasarım, rahat kalıp, düğmeli model ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: şık tasarım, rahat kalıp, düğmeli model, çift cepli",mor,pantolon
"Sweatshirt - baskılı Bu özel tasarım sweatshirt, saten yapısıyla nefes alabilir kumaş, yumuşak doku ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, yumuşak doku, şık tasarım",lacivert,sweatshirt
"Elbise - v yaka Yeni sezonun favori parçalarından biri olan bu elbise, viskon kumaşı sayesinde düğmeli model ve nefes alabilir kumaş. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, nefes alabilir kumaş",bej,elbise
"Gömlek - düğmeli Yeni sezonun favori parçalarından biri olan bu gömlek, likralı kumaş kumaşı sayesinde çift cepli ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, rahat kalıp",mavi,gömlek
"Bluz - volanlı örme kumaş tercih edilerek üretilen bu bluz, düğmeli model, nefes alabilir kumaş, günlük kullanım için uygun ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: düğmeli model, nefes alabilir kumaş, günlük kullanım için uygun, esnek yapı",mavi,bluz
"Çanta - el çantası Bu özel tasarım çanta, saten yapısıyla çift cepli, kolay ütülenir, nefes alabilir kumaş ve düğmeli model. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: çift cepli, kolay ütülenir, nefes alabilir kumaş, düğmeli model",bej,çanta
"Hırka - düğmeli Hırka modeli, %100 pamuk kumaştan üretilmiş olup rahat kalıp, esnek yapı ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, esnek yapı, çift cepli",siyah,hırka
"T-shirt - basic likralı kumaş tercih edilerek üretilen bu t-shirt, kolay ütülenir ve rahat kalıp. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, rahat kalıp",lacivert,t-shirt
"Pantolon - lastikli Pantolon modeli, örme kumaş kumaştan üretilmiş olup çift cepli, günlük kullanım için uygun, yumuşak doku ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: çift cepli, günlük kullanım için uygun, yumuşak doku, nefes alabilir kumaş",siyah,pantolon
"Sweatshirt - fermuarlı %100 pamuk tercih edilerek üretilen bu sweatshirt, nefes alabilir kumaş, yumuşak doku ve şık tasarım. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: nefes alabilir kumaş, yumuşak doku, şık tasarım",pembe,sweatshirt
"Elbise - uzun %100 pamuk tercih edilerek üretilen bu elbise, nefes alabilir kumaş, yumuşak doku ve günlük kullanım için uygun. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, yumuşak doku, günlük kullanım için uygun",lacivert,elbise
"Pantolon - yüksek bel Yeni sezonun favori parçalarından biri olan bu pantolon, likralı kumaş kumaşı sayesinde şık tasarım, rahat kalıp, yumuşak doku ve kolay ütülenir. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: şık tasarım, rahat kalıp, yumuşak doku, kolay ütülenir",gri,pantolon
"Elbise - dantel detaylı %100 pamuk tercih edilerek üretilen bu elbise, kolay ütülenir, çift cepli ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: kolay ütülenir, çift cepli, rahat kalıp",yeşil,elbise
"Elbise - dantel detaylı Elbise modeli, likralı kumaş kumaştan üretilmiş olup çift cepli ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: çift cepli, nefes alabilir kumaş",yeşil,elbise
